City/Town,County,POPESTIMATE2018,Count_0603,Rate_0603,Count_0610,Rate_0610,Count_0617,Rate_0617,Count_0624,Rate_0624,Count_0701,Rate_0701,Count_0708,Rate_0708,Count_0715,Rate_0715,Count_0722,Rate_0722,Count_0729,Rate_0729,Count_0805,Rate_0805,Count_0812,Rate_0812,Count_0819,Rate_0819,Count_0826,Rate_0826,Count_0902,Rate_0902,Count_0909,Rate_0909,Count_0916,Rate_0916,Count_0923,Rate_0923,Count_0930,Rate_0930,Count_1007,Rate_1007,Count_1014,Rate_1014,Count_1022,Rate_1022,Count_1029,Rate_1029,Count_1106,Rate_1106,Count_1112,Rate_1112,Count_1119,Rate_1119,Count_1127,Rate_1127,Count_1203,Rate_1203,Count_1210,Rate_1210,Count_1217,Rate_1217,Count_1224,Rate_1224,Count_1231,Rate_1231,Rate_Vel_0610,Rate_Vel_0617,Rate_Vel_0624,Rate_Vel_0701,Rate_Vel_0708,Rate_Vel_0715,Rate_Vel_0722,Rate_Vel_0729,Rate_Vel_0805,Rate_Vel_0812,Rate_Vel_0819,Rate_Vel_0826,Rate_Vel_0902,Rate_Vel_0909,Rate_Vel_0916,Rate_Vel_0923,Rate_Vel_0930,Rate_Vel_1007,Rate_Vel_1014,Rate_Vel_1022,Rate_Vel_1029,Rate_Vel_1106,Rate_Vel_1112,Rate_Vel_1119,Rate_Vel_1127,Rate_Vel_1203,Rate_Vel_1210,Rate_Vel_1217,Rate_Vel_1224,Rate_Vel_1231,Rate_Acc_0617,Rate_Acc_0624,Rate_Acc_0701,Rate_Acc_0708,Rate_Acc_0715,Rate_Acc_0722,Rate_Acc_0729,Rate_Acc_0805,Rate_Acc_0812,Rate_Acc_0819,Rate_Acc_0826,Rate_Acc_0902,Rate_Acc_0909,Rate_Acc_0916,Rate_Acc_0923,Rate_Acc_0930,Rate_Acc_1007,Rate_Acc_1014,Rate_Acc_1022,Rate_Acc_1029,Rate_Acc_1106,Rate_Acc_1112,Rate_Acc_1119,Rate_Acc_1127,Rate_Acc_1203,Rate_Acc_1210,Rate_Acc_1217,Rate_Acc_1224,Rate_Acc_1231
Hamilton,Essex,8098,31,414.77,36,481.67,36,481.67,36,481.67,37,495.05,37,495.05,36,481.6702703,37,495.05,38,508.4297297,39,521.8094595,41,548.5689189,44,588.7081081,45,602.0878378,46,615.4675676,47,628.8472973,47,628.8472973,48,642.227027,49,655.6067568,49,655.6067568,49,655.6067568,49,655.6067568,53,709.1256757,56,749.2648649,62,829.5432432,67,896.4418919,78,1043.618919,91,1217.555405,104,1391.491892,117,1565.428378,141,1886.541892,156,2087.237838,66.9,0,0,13.38,0,-13.38,13.38,13.38,13.38,26.76,40.14,13.38,13.38,13.38,0.00,13.38,13.38,0.00,0.00,0.00,53.52,40.14,80.28,66.90,147.18,173.94,173.94,173.94,321.11,200.70,-66.9,0,13.38,-13.38,-13.38,26.76,0,0,13.38,13.38,-26.76,0,0,-13.38,13.38,0,-13.38,0,0,53.52,-13.38,40.14,-13.38,80.28,26.76,0,0,147.18,-120.42
Hampden,Hampden,5220,83,1679.9,87,1760.86,91,1841.81,96,1943.01,98,1983.49,98,1983.49,98,1983.49,99,2003.729694,99,2003.729694,99,2003.729694,99,2003.729694,101,2044.209082,101,2044.209082,101,2044.209082,101,2044.209082,102,2064.448776,103,2084.688469,105,2125.167857,108,2185.886939,109,2206.126633,109,2206.126633,110,2226.366327,114,2307.325102,134,2712.11898,143,2894.276224,168,3400.268571,177,3582.425816,189,3825.302143,203,4108.657857,212,4290.815102,231,4675.369286,80.96,80.95,101.2,40.48,0,0.00,20.24,0.00,0.00,0.00,40.48,0.00,0.00,0.00,20.24,20.24,40.48,60.72,20.24,0.00,20.24,80.96,404.79,182.16,505.99,182.16,242.88,283.36,182.16,384.55,-0.01,20.25,-60.72,-40.48,0,20.24,-20.24,0,0,40.48,-40.48,0,0,20.24,0,20.24,20.24,-40.48,-20.24,20.24,60.72,323.84,-222.64,323.84,-323.84,60.72,40.48,-101.2,202.4
Hancock,Berkshire,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,713.2667618,7,998.5734665,9,1283.880171,9,1283.880171,12,1711.840228,12,1711.840228,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,713.27,285.31,285.31,0.00,427.96,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.27,-427.96,0,-285.31,427.96,-427.96
Hanover,Plymouth,14517,67,467.72,69,481.68,70,488.66,74,516.59,78,544.51,78,544.51,74,516.5864103,74,516.5864103,74,516.5864103,78,544.51,79,551.4908974,80,558.4717949,81,565.4526923,83,579.4144872,87,607.3380769,89,621.2998718,95,663.1852564,97,677.1470513,102,712.0515385,118,823.7458974,135,942.4211538,151,1054.115513,175,1221.657051,194,1354.294103,213,1486.931154,234,1633.53,272,1898.804103,323,2254.829872,395,2757.454487,528,3685.913846,642,4481.736154,13.96,6.98,27.93,27.92,0,-27.92,0.00,0.00,27.92,6.98,6.98,6.98,13.96,27.92,13.96,41.89,13.96,34.90,111.69,118.68,111.69,167.54,132.64,132.64,146.60,265.27,356.03,502.62,928.46,795.82,-6.98,20.95,-0.01,-27.92,-27.92,27.92,0,27.92,-20.94,0,0,6.98,13.96,-13.96,27.92,-27.92,20.94,76.79,6.98,-6.98,55.85,-34.9,0,13.96,118.68,90.75,146.6,425.83,-132.64
Hanson,Plymouth,10874,98,915.31,103,962.01,105,980.69,108,1008.71,110,1027.39,110,1027.39,109,1018.050091,109,1018.050091,110,1027.39,110,1027.39,114,1064.749636,119,1111.449182,120,1120.789091,120,1120.789091,122,1139.468909,125,1167.488636,126,1176.828545,131,1223.528091,132,1232.868,146,1363.626727,155,1447.685909,164,1531.745091,167,1559.764818,182,1699.863455,200,1867.981818,211,1970.720818,237,2213.558455,283,2643.194273,343,3203.588818,380,3549.165455,426,3978.801273,46.7,18.68,28.02,18.68,0,-9.34,0.00,9.34,0.00,37.36,46.70,9.34,0.00,18.68,28.02,9.34,46.70,9.34,130.76,84.06,84.06,28.02,140.10,168.12,102.74,242.84,429.64,560.39,345.58,429.64,-28.02,9.34,-9.34,-18.68,-9.34,9.34,9.34,-9.34,37.36,9.34,-37.36,-9.34,18.68,9.34,-18.68,37.36,-37.36,121.42,-46.7,0,-56.04,112.08,28.02,-65.38,140.1,186.8,130.76,-214.82,84.06
Hardwick,Worcester,3056,9,271.78,9,271.78,9,271.78,9,271.78,9,271.78,9,271.78,9,271.78,9,271.78,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,10,301.9777778,11,332.1755556,11,332.1755556,10,301.9777778,10,301.9777778,11,332.1755556,12,362.3733333,13,392.5711111,17,513.3622222,19,573.7577778,25,754.9444444,32,966.3288889,34,1026.724444,34,1026.724444,0,0,0,0,0,0.00,0.00,30.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.20,0.00,-30.20,0.00,30.20,30.20,30.20,120.79,60.40,181.19,211.38,60.40,0.00,0,0,0,0,0,0,30.2,-30.2,0,0,0,0,0,0,0,0,30.2,-30.2,-30.2,30.2,30.2,0,0,90.59,-60.4,120.79,30.2,-150.99,-60.4
Harvard,Worcester,6610,17,245.4,17,245.4,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,18,259.84,19,274.2755556,21,303.1466667,20,288.7111111,20,288.7111111,22,317.5822222,22,317.5822222,25,360.8888889,26,375.3244444,27,389.76,30,433.0666667,34,490.8088889,38,548.5511111,44,635.1644444,52,750.6488889,52,750.6488889,59,851.6977778,69,996.0533333,0,14.44,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.44,28.87,-14.44,0.00,28.87,0.00,43.31,14.44,14.44,43.31,57.74,57.74,86.61,115.48,0.00,101.05,144.36,14.44,-14.44,0,0,0,0,0,0,0,0,0,0,14.44,14.44,-43.31,14.44,28.87,-28.87,43.31,-28.87,0,28.87,14.44,0,28.87,28.87,-115.48,101.05,43.31
Harwich,Barnstable,12133,121,963.14,120,955.18,120,955.18,123,979.06,125,994.98,128,1018.86,131,1042.739531,134,1066.619063,136,1082.53875,139,1106.418281,141,1122.337969,142,1130.297813,142,1130.297813,145,1154.177344,147,1170.097031,147,1170.097031,149,1186.016719,157,1249.695469,162,1289.494688,164,1305.414375,168,1337.25375,173,1377.052969,175,1392.972656,181,1440.731719,188,1496.450625,202,1607.888438,219,1743.205781,237,1886.482969,265,2109.358594,289,2300.394844,310,2467.551563,-7.96,0,23.88,15.92,23.88,23.88,23.88,15.92,23.88,15.92,7.96,0.00,23.88,15.92,0.00,15.92,63.68,39.80,15.92,31.84,39.80,15.92,47.76,55.72,111.44,135.32,143.28,222.88,191.04,167.16,7.96,23.88,-7.96,7.96,0,0,-7.96,7.96,-7.96,-7.96,-7.96,23.88,-7.96,-15.92,15.92,47.76,-23.88,-23.88,15.92,7.96,-23.88,31.84,7.96,55.72,23.88,7.96,79.6,-31.84,-23.88
Hatfield,Hampshire,3284,16,492.74,16,492.74,17,523.54,17,523.54,17,523.54,17,523.54,18,554.3364706,18,554.3364706,18,554.3364706,19,585.1329412,19,585.1329412,20,615.9294118,21,646.7258824,21,646.7258824,21,646.7258824,21,646.7258824,21,646.7258824,21,646.7258824,21,646.7258824,22,677.5223529,22,677.5223529,22,677.5223529,22,677.5223529,27,831.5047059,40,1231.858824,39,1201.062353,42,1293.451765,44,1355.044706,47,1447.434118,53,1632.212941,61,1878.584706,0,30.8,0,0,0,30.80,0.00,0.00,30.80,0.00,30.80,30.80,0.00,0.00,0.00,0.00,0.00,0.00,30.80,0.00,0.00,0.00,153.98,400.35,-30.80,92.39,61.59,92.39,184.78,246.37,30.8,-30.8,0,0,30.8,-30.8,0,30.8,-30.8,30.8,0,-30.8,0,0,0,0,0,30.8,-30.8,0,0,153.98,246.37,-431.15,123.19,-30.8,30.8,92.39,61.59
Haverhill,Essex,64041,1135,1723.73,1180,1792.07,1209,1836.11,1217,1848.26,1242,1886.23,1247,1893.83,1250,1898.386127,1262,1916.610634,1275,1936.353849,1283,1948.50352,1291,1960.653192,1306,1983.433825,1329,2018.36413,1361,2066.962815,1386,2104.930537,1404,2132.267298,1445,2194.534362,1553,2358.554924,1628,2472.458091,1700,2581.805132,1745,2650.147033,1811,2750.38182,1916,2909.846255,2027,3078.422943,2189,3324.453785,2464,3742.098733,2773,4211.379783,3340,5072.487731,3783,5745.275774,4217,6404.395437,4580,6955.686768,68.34,44.04,12.15,37.97,7.6,4.56,18.22,19.74,12.15,12.15,22.78,34.93,48.60,37.97,27.34,62.27,164.02,113.90,109.35,68.34,100.23,159.46,168.58,246.03,417.64,469.28,861.11,672.79,659.12,551.29,-24.3,-31.89,25.82,-30.37,-3.04,13.67,1.52,-7.59,0,10.63,12.15,13.67,-10.63,-10.63,34.93,101.75,-50.12,-4.56,-41.01,31.89,59.23,9.11,77.45,171.61,51.64,391.83,-188.32,-13.67,-107.83
Hawley,Franklin,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heath,Franklin,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,712.2507123,5,712.2507123,5,712.2507123,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,712.25,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.25,-712.25,0
Hingham,Plymouth,23923,257,1080.39,265,1114.02,269,1130.84,275,1156.06,278,1168.67,281,1181.28,281,1181.28,283,1189.687687,288,1210.706904,295,1240.133808,291,1223.318434,294,1235.929964,296,1244.337651,298,1252.745338,305,1282.172242,321,1349.433737,333,1399.879858,338,1420.899075,352,1479.752883,371,1559.625907,395,1660.518149,412,1731.983488,424,1782.429609,449,1887.525694,470,1975.806406,504,2118.737082,551,2316.317722,622,2614.790605,698,2934.282705,797,3350.463203,890,3741.420641,33.63,16.82,25.22,12.61,12.61,0.00,8.41,21.02,29.43,-16.82,12.61,8.41,8.41,29.43,67.26,50.45,21.02,58.85,79.87,100.89,71.47,50.45,105.10,88.28,142.93,197.58,298.47,319.49,416.18,390.96,-16.81,8.4,-12.61,0,-12.61,8.41,12.61,8.41,-46.24,29.43,-4.2,0,21.02,37.83,-16.82,-29.43,37.83,21.02,21.02,-29.43,-21.02,54.65,-16.82,54.65,54.65,100.89,21.02,96.69,-25.22
Hinsdale,Berkshire,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,5,260.1456816,6,312.1748179,7,364.2039542,8,416.2330905,10,520.2913632,10,520.2913632,12,624.3496358,17,884.4953174,21,1092.611863,0,0,0,0,0,0.00,0.00,260.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.03,52.03,52.03,104.06,0.00,104.06,260.15,208.12,0,0,0,0,0,0,0,-260.15,0,0,0,0,0,0,0,0,0,0,0,0,0,52.03,0,0,52.03,-104.06,104.06,156.09,-52.03
Holbrook,Norfolk,11048,187,1655.59,191,1691.01,194,1717.57,193,1708.71,193,1708.71,194,1717.57,197,1744.130361,200,1770.690722,203,1797.251082,205,1814.95799,205,1814.95799,205,1814.95799,208,1841.518351,214,1894.639072,214,1894.639072,220,1947.759794,224,1983.173608,230,2036.29433,236,2089.415052,249,2204.509948,253,2239.923763,264,2337.311753,276,2443.553196,281,2487.820464,299,2647.182629,318,2815.398247,340,3010.174227,390,3452.846907,440,3895.519588,478,4231.950825,521,4612.64933,35.42,26.56,-8.86,0,8.86,26.56,26.56,26.56,17.71,0.00,0.00,26.56,53.12,0.00,53.12,35.41,53.12,53.12,115.09,35.41,97.39,106.24,44.27,159.36,168.22,194.78,442.67,442.67,336.43,380.70,-8.86,-35.42,8.86,8.86,17.7,0,0,-8.85,-17.71,0,26.56,26.56,-53.12,53.12,-17.71,17.71,0,61.97,-79.68,61.97,8.85,-61.97,115.09,8.85,26.56,247.9,0,-106.24,44.27
Holden,Worcester,19163,102,540.8,111,588.52,115,609.73,119,630.93,122,646.84,122,646.84,124,657.4439344,125,662.7459016,127,673.3498361,129,683.9537705,135,715.7655738,135,715.7655738,141,747.577377,148,784.6911475,149,789.9931148,152,805.8990164,160,848.3147541,162,858.9186885,171,906.6363934,173,917.2403279,176,933.1462295,186,986.1659016,205,1086.903279,225,1192.942623,285,1511.060656,341,1807.97082,424,2248.034098,485,2571.454098,545,2889.572131,625,3313.729508,721,3822.718361,47.72,21.21,21.2,15.91,0,10.60,5.30,10.60,10.60,31.81,0.00,31.81,37.11,5.30,15.91,42.42,10.60,47.72,10.60,15.91,53.02,100.74,106.04,318.12,296.91,440.06,323.42,318.12,424.16,508.99,-26.51,-0.01,-5.29,-15.91,10.6,-5.3,5.3,0,21.21,-31.81,31.81,5.3,-31.81,10.6,26.51,-31.81,37.11,-37.11,5.3,37.11,47.72,5.3,212.08,-21.21,143.15,-116.64,-5.3,106.04,84.83
Holland,Hampden,2497,8,312.46,8,312.46,8,312.46,8,312.46,8,312.46,8,312.46,8,312.46,8,312.46,9,351.5175,10,390.575,10,390.575,11,429.6325,11,429.6325,12,468.69,12,468.69,12,468.69,12,468.69,12,468.69,12,468.69,14,546.805,14,546.805,14,546.805,15,585.8625,16,624.92,17,663.9775,23,898.3225,27,1054.5525,38,1484.185,45,1757.5875,52,2030.99,55,2148.1625,0,0,0,0,0,0.00,0.00,39.06,39.06,0.00,39.06,0.00,39.06,0.00,0.00,0.00,0.00,0.00,78.12,0.00,0.00,39.06,39.06,39.06,234.35,156.23,429.63,273.40,273.40,117.17,0,0,0,0,0,0,39.06,0,-39.06,39.06,-39.06,39.06,-39.06,0,0,0,0,78.12,-78.12,0,39.06,0,0,195.29,-78.12,273.4,-156.23,0,-156.23
Holliston,Middlesex,14939,56,406.25,56,406.25,56,406.25,56,406.25,56,406.25,56,406.25,56,406.25,57,413.5044643,57,413.5044643,63,457.03125,64,464.2857143,65,471.5401786,69,500.5580357,75,544.0848214,76,551.3392857,87,631.1383929,93,674.6651786,100,725.4464286,104,754.4642857,115,834.2633929,123,892.2991071,140,1015.625,156,1131.696429,173,1255.022321,194,1407.366071,221,1603.236607,243,1762.834821,275,1994.977679,307,2227.120536,349,2531.808036,396,2872.767857,0,0,0,0,0,0.00,7.25,0.00,43.53,7.25,7.25,29.02,43.53,7.25,79.80,43.53,50.78,29.02,79.80,58.04,123.33,116.07,123.33,152.34,195.87,159.60,232.14,232.14,304.69,340.96,0,0,0,0,0,7.25,-7.25,43.53,-36.27,0,21.76,14.51,-36.27,72.54,-36.27,7.25,-21.76,50.78,-21.76,65.29,-7.25,7.25,29.02,43.53,-36.27,72.54,0,72.54,36.27
Holyoke,Hampden,40358,842,2043.47,877,2128.41,899,2181.81,905,2196.37,913,2215.78,925,2244.91,942,2286.167805,959,2327.425611,980,2378.391135,1007,2443.918238,1029,2497.310692,1047,2540.995427,1055,2560.410865,1075,2608.949459,1087,2638.072616,1096,2659.914984,1112,2698.745859,1132,2747.284454,1178,2858.923222,1211,2939.011903,1255,3045.796811,1319,3201.120314,1441,3497.205741,1597,3875.806778,1783,4327.215708,1922,4664.558941,2083,5055.294627,2324,5640.184692,2557,6205.659319,2770,6722.595351,2975,7220.115946,84.94,53.4,14.56,19.41,29.13,41.26,41.26,50.97,65.53,53.39,43.68,19.42,48.54,29.12,21.84,38.83,48.54,111.64,80.09,106.78,155.32,296.09,378.60,451.41,337.34,390.74,584.89,565.47,516.94,497.52,-31.54,-38.84,4.85,9.72,12.13,0,9.71,14.56,-12.13,-9.71,-24.27,29.12,-19.42,-7.28,16.99,9.71,63.1,-31.55,26.7,48.54,140.76,82.52,72.81,-114.07,53.39,194.15,-19.42,-48.54,-19.42
Hopedale,Worcester,5966,39,686.74,40,704.35,41,721.96,42,739.56,42,739.56,42,739.56,43,757.1685714,45,792.3857143,47,827.6028571,47,827.6028571,48,845.2114286,49,862.82,49,862.82,51,898.0371429,55,968.4714286,57,1003.688571,57,1003.688571,58,1021.297143,58,1021.297143,59,1038.905714,59,1038.905714,65,1144.557143,70,1232.6,76,1338.251429,94,1655.205714,109,1919.334286,128,2253.897143,140,2465.2,149,2623.677143,168,2958.24,187,3292.802857,17.61,17.61,17.6,0,0,17.61,35.22,35.22,0.00,17.61,17.61,0.00,35.22,70.43,35.22,0.00,17.61,0.00,17.61,0.00,105.65,88.04,105.65,316.95,264.13,334.56,211.30,158.48,334.56,334.56,0,-0.01,-17.6,0,17.61,17.61,0,-35.22,17.61,0,-17.61,35.22,35.22,-35.22,-35.22,17.61,-17.61,17.61,-17.61,105.65,-17.61,17.61,211.3,-52.83,70.43,-123.26,-52.83,176.09,0
Hopkinton,Middlesex,18269,119,729.42,120,735.54,121,741.67,121,741.67,125,766.19,131,802.97,131,802.97,132,809.099542,133,815.229084,135,827.4881679,136,833.6177099,136,833.6177099,141,864.2654198,141,864.2654198,140,858.1358779,141,864.2654198,142,870.3949618,145,888.7835878,147,901.0426718,153,937.8199237,160,980.7267176,171,1048.151679,178,1091.058473,188,1152.353893,206,1262.685649,240,1471.090076,276,1691.753588,297,1820.473969,328,2010.489771,366,2243.412366,392,2402.780458,6.12,6.13,0,24.52,36.78,0.00,6.13,6.13,12.26,6.13,0.00,30.65,0.00,-6.13,6.13,6.13,18.39,12.26,36.78,42.91,67.42,42.91,61.30,110.33,208.40,220.66,128.72,190.02,232.92,159.37,0.01,-6.13,24.52,12.26,-36.78,6.13,0,6.13,-6.13,-6.13,30.65,-30.65,-6.13,12.26,0,12.26,-6.13,24.52,6.13,24.52,-24.52,18.39,49.04,98.07,12.26,-91.94,61.3,42.91,-73.55
Hubbardston,Worcester,4787,5,107.28,6,128.74,6,128.74,6,128.74,6,128.74,7,150.19,7,150.19,7,150.19,7,150.19,8,171.6457143,8,171.6457143,8,171.6457143,8,171.6457143,8,171.6457143,8,171.6457143,8,171.6457143,8,171.6457143,8,171.6457143,10,214.5571429,11,236.0128571,11,236.0128571,16,343.2914286,18,386.2028571,20,429.1142857,27,579.3042857,36,772.4057143,40,858.2285714,48,1029.874286,54,1158.608571,62,1330.254286,69,1480.444286,21.46,0,0,0,21.45,0.00,0.00,0.00,21.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.91,21.46,0.00,107.28,42.91,42.91,150.19,193.10,85.82,171.65,128.73,171.65,150.19,-21.46,0,0,21.45,-21.45,0,0,21.46,-21.46,0,0,0,0,0,0,0,42.91,-21.46,-21.46,107.28,-64.37,0,107.28,42.91,-107.28,85.82,-42.91,42.91,-21.46
Hudson,Middlesex,19960,179,854.56,182,868.88,185,883.2,191,911.85,192,916.62,191,911.85,195,930.9463351,196,935.7204188,196,935.7204188,196,935.7204188,201,959.5908377,208,993.0094241,217,1035.976178,229,1093.265183,227,1083.717016,231,1102.813351,238,1136.231937,244,1164.87644,272,1298.550785,293,1398.806545,307,1465.643717,327,1561.125393,355,1694.799738,376,1795.055497,433,2067.178272,487,2324.978796,548,2616.197906,617,2945.609686,697,3327.536387,772,3685.59267,859,4100.937958,14.32,14.32,28.65,4.77,-4.77,19.10,4.77,0.00,0.00,23.87,33.42,42.97,57.29,-9.55,19.10,33.42,28.64,133.67,100.26,66.84,95.48,133.67,100.26,272.12,257.80,291.22,329.41,381.93,358.06,415.35,0,14.33,-23.88,-9.54,23.87,-14.32,-4.77,0,23.87,9.55,9.55,14.32,-66.84,28.64,14.32,-4.77,105.03,-33.42,-33.42,28.64,38.19,-33.42,171.87,-14.32,33.42,38.19,52.51,-23.87,57.29
Hull,Plymouth,10463,48,486,49,496.13,50,506.25,50,506.25,51,516.38,51,516.38,52,526.505098,53,536.6301961,53,536.6301961,59,597.3807843,62,627.7560784,64,648.0062745,64,648.0062745,67,678.3815686,71,718.8819608,75,759.3823529,76,769.507451,80,810.0078431,84,850.5082353,87,880.8835294,89,901.1337255,91,921.3839216,92,931.5090196,105,1063.135294,114,1154.261176,128,1296.012549,134,1356.763137,151,1528.889804,171,1731.391765,189,1913.643529,231,2338.897647,10.13,10.12,0,10.13,0,10.13,10.13,0.00,60.75,30.38,20.25,0.00,30.38,40.50,40.50,10.13,40.50,40.50,30.38,20.25,20.25,10.13,131.63,91.13,141.75,60.75,172.13,202.50,182.25,425.25,-0.01,-10.12,10.13,-10.13,10.13,0,-10.13,60.75,-30.38,-10.13,-20.25,30.38,10.13,0,-30.38,30.38,0,-10.13,-10.13,0,-10.13,121.5,-40.5,50.63,-81,111.38,30.38,-20.25,243
Huntington,Hampshire,2182,14,633.09,14,633.09,14,633.09,14,633.09,14,633.09,15,678.31,14,633.0893333,14,633.0893333,14,633.0893333,14,633.0893333,14,633.0893333,14,633.0893333,15,678.31,16,723.5306667,18,813.972,19,859.1926667,19,859.1926667,19,859.1926667,19,859.1926667,19,859.1926667,20,904.4133333,22,994.8546667,24,1085.296,27,1220.958,31,1401.840667,32,1447.061333,34,1537.502667,38,1718.385333,46,2080.150667,47,2125.371333,48,2170.592,0,0,0,0,45.22,-45.22,0.00,0.00,0.00,0.00,0.00,45.22,45.22,90.44,45.22,0.00,0.00,0.00,0.00,45.22,90.44,90.44,135.66,180.88,45.22,90.44,180.88,361.77,45.22,45.22,0,0,0,45.22,-90.44,45.22,0,0,0,0,45.22,0,45.22,-45.22,-45.22,0,0,0,45.22,45.22,0,45.22,45.22,-135.66,45.22,90.44,180.88,-316.54,0
Ipswich,Essex,14092,66,490.82,70,520.57,71,528,71,528,71,528,70,520.57,70,520.57,70,520.57,73,542.8801429,77,572.627,79,587.5004286,81,602.3738571,84,624.684,85,632.1207143,85,632.1207143,88,654.4308571,88,654.4308571,89,661.8675714,93,691.6144286,92,684.1777143,98,728.798,108,803.1651429,112,832.912,124,922.1525714,148,1100.633714,171,1271.678143,186,1383.228857,228,1695.570857,267,1985.602714,303,2253.324429,350,2602.85,29.75,7.43,0,0,-7.43,0.00,0.00,22.31,29.75,14.87,14.87,22.31,7.44,0.00,22.31,0.00,7.44,29.75,-7.44,44.62,74.37,29.75,89.24,178.48,171.04,111.55,312.34,290.03,267.72,349.53,-22.32,-7.43,0,-7.43,7.43,0,22.31,7.44,-14.87,0,7.44,-14.87,-7.44,22.31,-22.31,7.44,22.31,-37.18,52.06,29.75,-44.62,59.49,89.24,-7.44,-59.49,200.79,-22.31,-22.31,81.8
Kingston,Plymouth,13723,131,965.84,134,987.95,136,1002.7,136,1002.7,136,1002.7,137,1010.07,138,1017.442774,138,1017.442774,138,1017.442774,141,1039.561095,143,1054.306642,145,1069.05219,148,1091.170511,150,1105.916058,151,1113.288832,153,1128.03438,155,1142.779927,157,1157.525474,172,1268.11708,197,1452.436423,212,1563.028029,218,1607.264672,227,1673.619635,248,1828.447883,257,1894.802847,268,1975.903358,287,2115.986058,316,2329.796496,363,2676.316861,404,2978.600584,455,3354.612044,22.11,14.75,0,0,7.37,7.37,0.00,0.00,22.12,14.75,14.75,22.12,14.75,7.37,14.75,14.75,14.75,110.59,184.32,110.59,44.24,66.35,154.83,66.35,81.10,140.08,213.81,346.52,302.28,376.01,-7.36,-14.75,0,7.37,0,-7.37,0,22.12,-7.37,0,7.37,-7.37,-7.37,7.37,0,0,95.85,73.73,-73.73,-66.35,22.12,88.47,-88.47,14.75,58.98,73.73,132.71,-44.24,73.73
Lakeville,Plymouth,11418,55,487.13,56,495.98,58,513.7,59,522.55,59,522.55,62,549.13,61,540.2730645,63,557.9869355,63,557.9869355,62,549.13,63,557.9869355,66,584.5577419,70,619.9854839,71,628.8424194,75,664.2701613,76,673.1270968,79,699.6979032,85,752.8395161,90,797.1241935,92,814.8380645,109,965.4059677,117,1036.261452,126,1115.973871,137,1213.400161,159,1408.252742,182,1611.962258,202,1789.100968,269,2382.515645,315,2789.934677,366,3241.638387,414,3666.77129,8.85,17.72,8.85,0,26.58,-8.86,17.71,0.00,-8.86,8.86,26.57,35.43,8.86,35.43,8.86,26.57,53.14,44.28,17.71,150.57,70.86,79.71,97.43,194.85,203.71,177.14,593.41,407.42,451.70,425.13,8.87,-8.87,-8.85,26.58,-35.44,26.57,-17.71,-8.86,17.71,17.71,8.86,-26.57,26.57,-26.57,17.71,26.57,-8.86,-26.57,132.85,-79.71,8.86,17.71,97.43,8.86,-26.57,416.28,-186,44.28,-26.57
